@aryanverma_001_6799176966512741634;aryanverma_001;141.9;aryanverma_001|foryou|foryoupage|tiktok|viral|wow;21;original sound - ♥️ Artist boi🖌️;https://tiktok.com/@aryanverma_001/video/6799176966512741634;./downloaded/100mil+\@aryanverma_001_6799176966512741634.mp4;-1;0
@davidbeck_6923014058715368710;davidbeck;146.8;davidbeck|bellletstalk|xgamesmode|xyzbca|asmr|satisfying|trending|viral|fyp|foryou|foryoupage|4u|duet|fypシ|fypg|fu;11;original sound;https://tiktok.com/@davidbeck/video/6923014058715368710;./downloaded/100mil+\@davidbeck_6923014058715368710.mp4;0;1
@kapsalonfreedomboxmeer_6961386642519182597;kapsalonfreedomboxmeer;232.5;kapsalonfreedomboxmeer|viral|viralforyou|foryou|foryoupage|kapsalonfreedomboxmeer;59;origineel geluid;https://tiktok.com/@kapsalonfreedomboxmeer/video/6961386642519182597;./downloaded/100mil+\@kapsalonfreedomboxmeer_6961386642519182597.mp4;0;1
@abelcarden_6774280629434584325;abelcarden;142.2;abelcarden|foryou|fyp|foryoupage|fy|AF1|imessedup;41;original sound;https://tiktok.com/@abelcarden/video/6774280629434584325;./downloaded/100mil+\@abelcarden_6774280629434584325.mp4;1;0
@desirock_07_6961422744852434177;desirock_07;217.3;desirock_07|foryou|foryoupage;18;original sound;https://tiktok.com/@desirock_07/video/6961422744852434177;./downloaded/100mil+\@desirock_07_6961422744852434177.mp4;1;0
@itsyurrboiameer_6791572376992697606;itsyurrboiameer;90.5;itsyurrboiameer|MyInstaxShoutout|favoritemovies|welovepizza|fyp|foryoupage|foryou|viral|trend;15;original sound;https://tiktok.com/@itsyurrboiameer/video/6791572376992697606;./downloaded/90mil+\@itsyurrboiameer_6791572376992697606.mp4;-1;0
@scwillywonka_6929236421391813894;scwillywonka;101.6;scwillywonka|fyp|foryoupage|mariniscandies|candyman|candy;59;original sound;https://tiktok.com/@scwillywonka/video/6929236421391813894;./downloaded/100mil+\@scwillywonka_6929236421391813894.mp4;1;0
@abrameng_6852099259865615622;abrameng;90.0;abrameng|foryou|fyp|foryoupage|viral|LetsFaceIt|IAmLost;10;FlyBoyFu - Laffy Taffy (Remix);https://tiktok.com/@abrameng/video/6852099259865615622;./downloaded/90mil+\@abrameng_6852099259865615622.mp4;0;1
@blaze_6803524613360962821;blaze;100.8;blaze|fyp|foryou|foryoupage;13;original sound;https://tiktok.com/@blaze/video/6803524613360962821;./downloaded/100mil+\@blaze_6803524613360962821.mp4;0;1
@gofetch_6815510962989288709;gofetch;137.1;gofetch|fy|fyp|foryou|foryoupage|dog|doggo|dogsoftiktok|flyingdog|dogjump|cleverdog;12;In The End - Mellen Gi Remix;https://tiktok.com/@gofetch/video/6815510962989288709;./downloaded/100mil+\@gofetch_6815510962989288709.mp4;0;0
@slickbartender_6910765409725779206;slickbartender;106.9;slickbartender|fail|fails|MyHaul|fyp|foryoupage|mipan;16;Mi Pan Su Su Sum;https://tiktok.com/@slickbartender/video/6910765409725779206;./downloaded/100mil+\@slickbartender_6910765409725779206.mp4;0;0
@dndhulett_6869061251557870853;dndhulett;97.8;dndhulett|fyp|trick|foru|trickshot|foryoupage;24;original sound;https://tiktok.com/@dndhulett/video/6869061251557870853;./downloaded/90mil+\@dndhulett_6869061251557870853.mp4;1;0
@aatinay_6908566721750125826;aatinay;116.3;aatinay|supportivebrother|aatinay|fyp|foryou|foryoupage;39;original sound - Khen✨;https://tiktok.com/@aatinay/video/6908566721750125826;./downloaded/100mil+\@aatinay_6908566721750125826.mp4;1;0
@rio.tew_6836724424373275909;rio.tew;98.7;rio.tew|art|artist|makeup|drawing|panslabyrinth|foryoupage|foryou|fyp;7;HAHA;https://tiktok.com/@rio.tew/video/6836724424373275909;./downloaded/90mil+\@rio.tew_6836724424373275909.mp4;1;0
@youneszarou_6831141354635021574;youneszarou;118.2;youneszarou|yzfamily|tutorial|sotiktok|fyp|foryoupage|fürdich;25;Originalton;https://tiktok.com/@youneszarou/video/6831141354635021574;./downloaded/100mil+\@youneszarou_6831141354635021574.mp4;1;0
@cs99tv_6906299733397048582;cs99tv;104.2;cs99tv|foryou|fyp|foryoupage|trending|viral|tennis|football|tictactoe|challenge|xyzbca|funny|sports;23;original sound;https://tiktok.com/@cs99tv/video/6906299733397048582;./downloaded/100mil+\@cs99tv_6906299733397048582.mp4;1;0
@aryanshii09_6801426507702062337;aryanshii09;93.4;aryanshii09|foryou|foryoupage|slowmo|slowmotion;13;Candy Shop;https://tiktok.com/@aryanshii09/video/6801426507702062337;./downloaded/90mil+\@aryanshii09_6801426507702062337.mp4;0;0
@ayushyadav7100_6798879296875138306;ayushyadav7100;95.7;ayushyadav7100|prank|foryoupage|hearttouching|trending;59;original sound - Ayush Yadav;https://tiktok.com/@ayushyadav7100/video/6798879296875138306;./downloaded/90mil+\@ayushyadav7100_6798879296875138306.mp4;1;0
@youneszarou_6786254491860749573;youneszarou;209.5;youneszarou|yzfamily|tutorial|sotiktok|fürdich|fyp|foryoupage|foyou;20;Originalton;https://tiktok.com/@youneszarou/video/6786254491860749573;./downloaded/100mil+\@youneszarou_6786254491860749573.mp4;0;1
@mackenziesol_6931837986405371141;mackenziesol;100.7;mackenziesol|foryoufypforyoupageomgfaildumbbrotherbruhwhy@michaelzeidel;15;Roses (Imanbek Remix);https://tiktok.com/@mackenziesol/video/6931837986405371141;./downloaded/100mil+\@mackenziesol_6931837986405371141.mp4;0;0
@chetanpatil4_6796644985698585858;chetanpatil4;94.1;chetanpatil4|fyp|foryou|trending|dance|danceindia|foryoupage|dhoka|breakup|love|onesidelove;11;original sound;https://tiktok.com/@chetanpatil4/video/6796644985698585858;./downloaded/90mil+\@chetanpatil4_6796644985698585858.mp4;1;0
